class,1kHz_cond,2kHz_cond,3kHz_cond,7kHz_cond,11kHz_cond,17kHz_cond,23kHz_cond,31kHz_cond,43kHz_cond,61kHz_cond,89kHz_cond,127kHz_cond,179kHz_cond,251kHz_cond,349kHz_cond
csf,2696.100711,3615.604407,5411.843194,7347.814545,8825.236764,9923.189419,10469.93568,10930.00115,11785.63795,12634.56427,13344.47486,13825.99427,14292.66827,14623.48201,14881.20258
csf,2586.894555,3634.046713,5425.372362,7334.528954,8816.698235,9920.810756,10476.32933,10923.8966,11806.96226,12614.16592,13323.87671,13882.24979,14186.13763,14586.60642,14887.64179
csf,2710.464384,3665.687718,5392.480348,7338.776392,8814.243408,9919.879974,10476.93825,10917.99553,11786.3404,12617.44695,13355.0207,13911.61673,14259.74459,14628.51826,14871.12641
csf,2619.001587,3649.893592,5284.743484,7343.320163,8821.180963,9911.192682,10475.92338,10915.55371,11818.45231,12600.04985,13262.21213,13650.32565,14296.98523,14507.8759,14898.13531
csf,2646.355934,3641.157762,5388.508482,7349.888875,8837.190704,9918.742353,10479.98285,10916.16416,11816.74636,12445.45984,13311.87628,13905.00783,14243.76089,14552.57617,14870.67925
csf,2614.037671,3650.790386,5352.203144,7345.246327,8813.603019,9920.810756,10475.01001,10915.24848,11842.28536,12610.88489,13361.30664,13866.71357,14226.9302,14678.56777,14862.18307
csf,2632.625953,3621.312237,5346.183285,7342.974441,8804.103905,9934.151955,10470.74757,10920.84432,11801.44303,12617.95564,13340.21497,13845.18137,14230.26355,14664.91014,14895.81004
csf,2551.196604,3650.27341,5411.781134,7359.519694,8844.128258,9921.741537,10474.60406,10908.02476,11796.82694,12613.25028,13306.26568,13866.98006,14259.77191,14604.70278,14877.26751
csf,2658.396071,3649.640379,5370.821266,7347.666379,8817.01843,9900.333566,10483.63636,10913.6206,11805.50719,12593.23344,13333.40953,13846.6737,14209.71699,14567.42884,14874.2864
csf,2626.077808,3609.854374,5354.685561,7337.19595,8820.967499,9911.813203,10483.83934,10922.06523,11777.08313,12611.1901,13340.52667,13840.97087,14213.87002,14594.03276,14909.58279
csf,2614.354517,3723.399054,5281.14398,7363.717743,8795.245182,9898.575424,10481.70812,10910.87355,11806.4856,12587.8668,13332.1887,13848.8589,14179.71683,14625.13231,14848.41032
csf,2654.488307,3647.561927,5366.78734,7353.938758,8804.851027,9915.846589,10469.0223,10914.84151,11768.07675,12561.03355,13323.30526,13802.22357,14221.27443,14633.41224,14860.42421
csf,2569.679271,3628.29668,5375.475796,7356.408199,8830.786807,9912.226883,10488.81218,10905.07423,11822.14016,12607.57842,13302.10969,13950.55056,14268.5971,14554.45409,14848.55938
csf,2585.732787,3632.474686,5357.788581,7339.616002,8821.607889,9923.49968,10475.61893,10920.64083,11815.31638,12599.59203,13359.22865,13840.46454,14119.74382,14595.14244,14877.89354
csf,2661.881374,3631.672846,5364.801407,7352.210149,8824.382911,9924.223621,10476.83676,10916.57113,11806.71139,12617.44695,13310.21388,13838.62578,14223.13237,14576.05021,14872.05056
csf,2620.902662,3637.549485,5417.800993,7347.370046,8836.657046,9914.295286,10473.99514,10921.55652,11780.52011,12668.84978,13327.17553,13865.54102,14224.1433,14568.82305,14862.21288
csf,2606.96145,3618.336991,5477.378982,7334.528954,8794.818256,9908.193498,10485.86907,10911.28052,11800.33918,12628.33285,13337.09797,13824.1555,14236.27452,14576.84691,14837.08208
csf,2638.751637,3670.846921,5372.310716,7353.642425,8829.61276,9927.222805,10484.65123,10905.58294,11780.1438,12573.34378,13358.26757,13838.94556,14174.14303,14533.65467,14834.16059
csf,2667.373367,3645.620632,5286.853537,7356.852698,8810.080875,9897.024122,10482.01258,10921.25129,11787.74529,12577.08263,13320.81167,13840.86427,14217.55857,14641.69218,14863.82268
csf,2634.421412,3651.138553,5340.473728,7353.889369,8813.389555,9925.671503,10455.4231,10908.94044,11788.79896,12618.64236,13321.87664,13842.4099,14193.7333,14518.06221,14851.77898
csf,2571.47473,3590.684082,5428.413322,7347.765156,8843.274405,9924.844141,10475.31447,10911.38227,11798.00605,12640.31244,13341.46177,13861.94344,14155.39976,14563.95752,14845.28015
csf,2594.076391,3606.341051,5391.177079,7348.061489,8829.292565,9903.229331,10464.75986,10910.67007,11828.31167,12747.67085,13324.86376,13926.67328,14212.72247,14545.7189,14870.97736
csf,2754.083477,3655.664725,5324.896566,7357.247808,8805.598148,9896.403601,10463.94797,10905.58294,11812.83272,12667.65437,13368.55366,13857.65299,14118.56895,14593.9474,14855.2967
csf,2536.516086,3661.857879,5296.534961,7342.727497,8813.816482,9920.397075,10487.69583,10912.70492,11787.49442,12604.65347,13322.42211,14074.57389,14192.36717,14636.59902,14861.91477
csf,2661.142068,3640.355923,5355.988829,7354.235091,8817.445356,9901.367768,10471.45798,10912.80666,11815.16585,12530.23255,13328.13661,13830.49791,14251.00137,14562.0796,14842.14998
csf,2629.668726,3646.380269,5308.078196,7335.911841,8831.000271,9909.331119,10475.72041,10923.28614,11801.41794,12657.53149,13346.26714,13761.31773,14178.89715,14542.98738,14848.91711
csf,2661.775759,3649.577076,5350.837815,7342.282998,8795.885572,9911.089262,10473.18325,10903.95506,11788.14669,12597.76076,13340.91629,13850.69766,14232.23078,14578.41185,14832.78928
csf,2670.541824,3634.584789,5294.797269,7341.245833,8822.675205,9916.363689,10469.52973,10908.63522,11783.58078,12633.97928,13346.55286,13847.49981,14232.504,14541.73543,14884.92897
csf,2581.930639,3650.980295,5398.810509,7356.210643,8807.519317,9911.502942,10481.30217,10918.50424,11783.35499,12620.70255,13290.29108,13833.05619,14250.40028,14588.02909,14869.30793
csf,2589.112475,3653.966092,5324.710385,7360.062971,8823.955984,9930.428829,10470.13865,10901.92021,11812.43132,12622.30491,13349.38413,13854.05541,14254.11614,14545.37746,14897.36022
csf,2538.839621,3689.75345,5296.348779,7364.211631,8804.210637,9923.70652,10484.04231,10913.6206,11806.41034,12612.28378,13342.31894,13897.59948,14282.31302,14629.17269,14843.72997
csf,2663.571218,3649.04955,5265.132396,7345.740215,8810.721265,9950.906019,10462.01973,10910.9753,11801.34268,12590.5374,13300.00571,13843.66239,14232.91384,14598.69911,14874.85281
csf,2577.389183,3644.175211,5369.083575,7344.505495,8819.900183,9904.573792,10473.79217,10925.52448,11827.03221,12694.79282,13319.40902,13814.56195,14257.50414,14595.2278,14848.05259
csf,2582.881176,3622.124627,5343.018204,7338.529448,8815.310724,9920.086815,10474.2996,10922.26871,11791.10701,12550.04591,13385.33349,13922.72926,14373.78893,14563.10392,14840.80848
csf,2639.174098,3617.007625,5382.612743,7355.074701,8813.816482,9909.331119,10467.80446,10919.1147,11795.92379,12593.15714,13295.35619,13864.9814,14242.12154,14609.36913,14856.42952
csf,2641.180787,3624.22418,5394.776583,7339.467836,8851.812934,9941.598205,10480.99771,10938.24229,11834.95984,12514.41238,13363.93012,13902.50285,14271.24738,14583.84644,14878.93693
csf,2675.822586,3647.741286,5453.175424,7356.951475,8831.960855,9919.362874,10492.87164,10917.07985,11828.28658,12674.47077,13348.91658,14013.25509,14401.1388,14571.69685,14911.69938
csf,2571.68596,3662.912931,5369.331816,7356.704531,8833.668561,9927.739906,10493.27759,10934.27433,11792.98857,12661.32121,13341.35787,13950.7371,14255.83746,14579.15163,14893.78289
csf,2554.259446,3675.383644,5344.383533,7363.865909,8829.826223,9930.94593,10485.76758,10923.69311,11868.62717,12476.23541,13289.56378,14057.81182,14474.22664,14572.37973,14877.32713
csf,2626.817115,3649.186707,5368.711212,7368.459069,8830.146418,9920.190235,10491.45083,10923.79485,11848.83318,12692.19852,13365.12497,13902.07647,14229.25262,14564.24206,14876.90978
csf,2611.080444,3665.107439,5403.713281,7358.82825,8819.046331,9937.357979,10493.07461,10924.81228,11811.82922,12623.34772,13339.77339,13947.11287,14383.05127,14605.84091,14890.86139
csf,2642.131325,3643.869245,5347.983037,7368.162736,8832.28105,9926.809124,10480.38879,10921.76,11834.13195,12610.96119,13339.64352,13874.86809,14197.03933,14598.86983,14891.87497
csf,2642.553786,3656.350509,5417.428631,7353.494259,8840.28592,9940.460584,10489.92853,10930.20463,11823.4447,12614.522,13375.28118,13893.06919,14277.14906,14678.96612,14863.67363
csf,2621.325123,3660.475762,5363.932561,7353.543647,8838.044557,9945.01107,10483.73785,10923.48963,11853.24857,12657.22628,13370.03424,13874.28182,14310.45525,14602.73949,14915.2171
csf,2561.546898,3660.866131,5358.719487,7365.49574,8841.246505,9934.255375,10478.25758,10934.37607,11802.84793,12622.58469,13324.52609,13900.31765,14238.24174,14573.23333,14873.15357
csf,2737.290654,3667.407452,5328.930492,7365.347574,8838.578215,9930.428829,10496.82962,10922.37046,11850.43878,12604.57717,13383.0477,13875.13458,14259.82656,14678.7954,14864.29966
csf,2606.96145,3665.497808,5399.617294,7365.742684,8834.522414,9921.534697,10495.30732,10921.65826,11823.82102,12651.0966,13366.31981,13824.36869,14281.4387,14507.47755,14931.28531
csf,2714.794609,3639.986655,5420.779892,7362.927522,8858.537025,9931.04935,10489.92853,10926.84713,11861.87865,12556.83688,13394.63253,13816.6139,14305.15467,14612.95426,14850.28842
csf,2629.14065,3643.257315,5400.920563,7355.766144,8845.088843,9943.459768,10497.43854,10927.55933,11817.39863,12772.0624,13402.39905,13788.81925,14401.76722,14620.89275,14901.98095
csf,2610.129907,3628.054018,5436.232933,7350.185208,8846.583085,9928.877527,10488.60921,10926.03319,11843.4143,12584.10251,13404.60692,13815.22817,14299.8541,14609.1415,14886.80708
csf,2686.59534,3615.182386,5395.086885,7361.791579,8863.660143,9929.498048,10485.15866,10924.40531,11815.94356,12552.51304,13345.35801,13916.36021,14307.34048,14613.03962,14895.06476
csf,2518.45588,3662.111092,5364.987588,7353.197926,8841.993626,9934.565635,10498.75786,10936.41093,11851.9942,12649.59598,13350.24131,13880.0113,14235.09965,14612.9258,14858.60573
csf,2624.49358,3641.643086,5339.108399,7355.124089,8847.863865,9919.052613,10501.70097,10939.97191,11838.74804,12635.70882,13338.8383,13876.76015,14253.78827,14587.51693,14863.79287
csf,2632.520338,3651.307361,5380.378568,7363.520188,8831.320465,9940.046903,10486.17353,10930.71334,11812.02992,12658.11648,13345.59179,13921.23693,14234.11603,14661.83718,14835.26361
csf,2619.001587,3641.664187,5398.624328,7349.246821,8798.44713,9916.053429,10488.60921,10929.59418,11824.37294,12606.00149,13345.90349,13866.18059,14266.95774,14609.71057,14880.21881
csf,2611.925366,3632.084316,5464.904841,7356.35881,8829.506028,9942.735827,10490.33448,10934.6813,11821.01122,12650.25727,13355.69605,13904.50151,14281.79389,14537.55278,14893.09723
csf,2614.460132,3623.960417,5360.64336,7366.187184,8811.361655,9939.633223,10495.61178,10928.57675,11844.74393,12626.29811,13342.37089,13821.17084,14161.57465,14633.75368,14891.4278
csf,2583.620482,3622.704905,5414.139429,7367.57007,8866.541896,9922.362058,10489.82704,10923.59137,11842.48606,12464.56104,13368.91731,13836.78701,14227.58594,14592.80926,14854.76009
csf,2612.559058,3682.505244,5380.502689,7365.545129,8849.57157,9920.707336,10478.25758,10928.98372,11842.48606,12659.36277,13354.24145,13870.09796,14242.99586,14553.45822,14897.27079
csf,2615.093824,3656.245004,5346.92801,7363.569576,8842.527284,9944.183709,10496.2207,10929.49243,11819.98264,12637.87074,13414.00986,13812.82978,14081.49225,14586.4357,14897.44966
csf,2639.279713,3656.635373,5359.340091,7363.520188,8844.448453,9925.671503,10491.14637,10919.82689,11832.52635,12641.32981,13363.93012,13915.77393,14401.79455,14607.57657,14898.40361
csf,2700.325321,3669.686364,5436.977658,7371.965675,8841.459968,9936.116938,10499.26529,10929.49243,11825.10048,12629.04502,13378.2683,13866.66027,14272.75012,14628.71744,14876.64148
csf,2628.084498,3661.931733,5288.529168,7356.655143,8835.269535,9925.464662,10498.75786,10919.31818,11833.93125,12647.86644,13348.57891,13828.95228,14281.90318,14666.70271,14893.5444
csf,2641.814479,3665.877627,5434.929665,7360.951969,8835.803193,9937.254559,10479.98285,10939.66669,11827.30817,12610.3762,13380.58007,13865.46108,14243.70625,14615.82805,14899.08927
csf,2547.28884,3654.272057,5318.752586,7351.716261,8852.453324,9939.736643,10492.66867,10932.44297,11818.62792,12621.28754,13393.85328,13848.40587,14289.03437,14608.51553,14853.26954
csf,2754.505938,3650.27341,5264.946214,7376.262502,8864.087069,9935.910097,10493.07461,10933.35865,11852.21999,12665.82309,13350.60496,13873.80214,14295.56446,14572.86344,14859.61931
csf,2637.378639,3660.486312,5315.959868,7367.619459,8835.269535,9936.737458,10488.40623,10936.20744,11866.34421,12660.76166,13367.72246,13806.40743,14241.7117,14583.30583,14882.72295
csf,2681.842654,3670.562057,5371.255689,7356.309421,8828.011786,9925.878343,10495.10435,10940.37888,11821.18684,12650.43531,13378.03453,13873.05597,14159.77136,14620.32369,14872.02075
csf,2589.21809,3650.125703,5365.794373,7356.852698,8849.144644,9941.805046,10487.18839,10931.01857,11804.02703,12571.13099,13371.85248,13842.88958,14294.47155,14595.2847,14878.87731
csf,2627.873267,3629.889809,5413.891187,7359.964193,8839.325336,9940.667424,10495.30732,10930.91683,11846.199,12613.17398,13271.71897,13744.07598,14235.94664,14580.03369,14928.334
csf,2687.017801,3629.731551,5402.472073,7360.556859,8864.193801,9923.085999,10479.27244,10925.72796,11850.68965,12531.55513,13415.82811,13744.39577,14187.39447,14594.801,14870.26189
csf,2659.029763,3636.072412,5476.944559,7366.829238,8855.975467,9938.909282,10494.39394,10934.27433,11834.13195,12620.98233,13362.34564,13897.14645,14225.97391,14677.79953,14868.92039
csf,2664.62737,3640.619686,5418.980141,7366.829238,8851.065813,9938.185341,10490.43596,10927.45758,11836.18912,12665.77223,13350.70886,13897.1731,14266.9031,14628.14837,14864.47853
csf,2609.17937,3649.988546,5322.165908,7376.114335,8825.130032,9936.737458,10490.84191,10934.07085,11833.60511,12600.25333,13362.89112,13868.17925,14264.1162,14608.43017,14880.09957
csf,2629.351881,3629.372833,5389.74969,7357.692308,8835.162803,9926.602284,10480.59177,10921.55652,11815.91848,12668.51914,13387.74916,13907.16638,14230.42749,14614.63301,14895.33307
csf,2615.199439,3638.593986,5440.018618,7355.716755,8841.459968,9918.328672,10480.79474,10934.98653,11841.98432,12572.42814,13348.89061,13867.21989,14188.86988,14590.78907,14890.80177
csf,2580.557641,3627.959064,5422.393463,7355.173478,8840.92631,9948.113675,10492.36421,10934.27433,11841.53274,12621.46558,13369.15109,13842.11676,14080.83651,14566.63214,14870.35132
csf,2569.46804,3651.254608,5452.803062,7353.691814,8849.144644,9921.534697,10500.88908,10925.62622,11828.33675,12548.2655,13366.94321,13879.82476,14183.32341,14630.65227,14890.8912
csf,2592.809008,3649.376616,5327.999586,7371.570564,8856.295662,9935.392997,10485.05718,10929.8994,11847.2025,12597.50642,13416.29566,13864.20859,14388.37917,14555.59223,14923.65365
csf,2649.946852,3660.792277,5325.51717,7357.889863,8835.58973,9936.116938,10485.97055,10934.6813,11830.56953,12617.26891,13353.20245,13722.25065,14469.52716,14577.84278,14869.2185
csf,2678.357351,3648.616979,5339.418701,7366.483516,8848.504254,9932.083552,10482.31704,10929.39069,11816.97215,12815.3771,13363.90414,13796.73393,14147.25764,14567.941,14892.7395
csf,2601.258227,3671.975827,5355.616467,7367.57007,8823.208863,9925.981763,10501.80246,10935.69873,11828.68798,12634.38623,13336.60445,13871.11061,14239.38929,14621.09193,14880.93428
csf,2555.104368,3649.218358,5308.63674,7364.162242,8807.519317,9940.460584,10498.04746,10910.9753,11805.23123,12657.98931,13371.90443,13869.59163,14237.586,14584.58623,14909.91072
csf,2652.059157,3642.476577,5385.15722,7364.26102,8817.765551,9935.910097,10502.30989,10930.00115,11894.06582,12662.6438,13338.57855,13895.25439,14256.95769,14603.42237,14923.29592
csf,2539.578928,3661.551914,5445.107571,7363.42141,8843.167674,9955.973606,10498.85935,10921.14955,11828.21132,12628.86698,13381.3853,13899.01186,14249.41666,14615.28744,14919.00312
csf,2659.346608,3686.208476,5273.076127,7347.962711,8826.731006,9944.080289,10488.30475,10935.90221,11840.32854,12607.24777,13355.6441,13898.29235,14293.37865,14587.94373,14904.57452
csf,2543.592307,3667.449654,5338.984278,7377.102111,8847.330207,9937.151139,10484.95569,10924.71054,11840.60451,12689.60422,13364.89119,13939.11825,14238.84284,14596.45129,14893.60402
csf,2646.355934,3663.89413,5461.243277,7368.212125,8854.161029,9957.214648,10486.78245,10953.30018,11792.03524,12545.84924,13366.47566,13900.18441,14259.6353,14573.83085,14902.01076
